VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Grappes (autres que sources);MA-VL;F2-2-03;9,072;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Doigts de gants RIC;MA-VL;F2-2-03;0,306;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Crayons absorbants (AIC, Pyrex, Inox);MA-VL;F2-2-03;20,71;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Têtes de grappes (toutes);MA-VL;F2-2-03;2,32;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Squelettes d'assemblage combustible;MA-VL;F2-2-03;0,136;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Pièces métalliques diverses;MA-VL;F2-2-03;0,546;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Grappes sources;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;;Crayons sources;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Amiante;Amiante;TFA;TFA-02;86;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Boues séchées;Boues séchées;TFA;TFA-02;16,101;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Déchets électriques et électroniques;Déchets électriques et électroniques;TFA;TFA-02;2,19;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Filtre de ventilation;Filtre de ventilation;TFA;TFA-02;6,56;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Gravats;Gravats;TFA;TFA-02;12,4587;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Métaux ferreux;Métaux ferreux;TFA;TFA-02;18,7776;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Métaux non ferreux;Métaux non ferreux;TFA;TFA-02;12,3648;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Pièges à iode, charbon actif;Pièges à iode, charbon actif;TFA;TFA-02;2,9058;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Piles-Batteries;Piles-Batteries;TFA;TFA-02;6,74;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Résines échangeuses d'ions APG;Résines échangeuses d'ions APG;TFA;TFA-02;43,335;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Silice, sable, corindon, grenaille;Silice, sable, corindon, grenaille;TFA;TFA-02;1,9966;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Tubes fluorescents;Tubes fluorescents;TFA;TFA-02;1,5444;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Big bag de 1,0 m3;Big bag de 1,0 m3;TFA;TFA-02;2,625;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Big bag de 1,5 m3;Big bag de 1,5 m3;TFA;TFA-02;2,75;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Casiers parois pleines 1 m3;Casiers parois pleines 1 m3;TFA;TFA-02;6,75;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Casiers parois pleines 2 m3;Casiers parois pleines 2 m3;TFA;TFA-02;13,85;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;SAINT-ALBAN - CNPE;;Fût métallique 200 Litres;Fût métallique 200 Litres;TFA;TFA-02;0,82;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MICHEL;31;31505;HOPITAL DE GIRAC - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;201Tl,99mTc
SAINT-OUEN-L'AUMONE;95;95572;BIOLOGIE;;;SI (0,14 m3);FMA-VC;F3-7-01;0,01106;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
SAINT-OUEN-L'AUMONE;95;95572;BIOLOGIE;;;SL (0,88 m3);FMA-VC;F3-7-01;0,05192;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
SAINT-OUEN-L'AUMONE;95;95572;BIOLOGIE;;;SLV (0,4 m3);FMA-VC;F3-7-01;0,0236;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
SAINT-OUEN-L'AUMONE;95;95572;BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;42;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Terres de Bandol;Terres de Bandol;Terres de Bandol;FA-VL;DIV9;2,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Résidus de l'ancienne production de l'usine de RHÔNE-POULENC (SOLVAY) à La Rochelle [activité massique : 340 MBq/fût];Résidus de l'ancienne production de l'usine de RHÔNE-POULENC (SOLVAY) à La Rochelle [activité massique : 340 MBq/fût];Résidus de l'ancienne production de l'usine de RHÔNE-POULENC (SOLVAY) à La Rochelle [activité massique : 340 MBq/fût];FA-VL;F6-8-01;6134,458;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Th
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Résidus de fabrication de pierres à briquets, en provenance d'ORFLAM-PLAST;Résidus de fabrication de pierres à briquets, en provenance d'ORFLAM-PLAST;Résidus de fabrication de pierres à briquets, en provenance d'ORFLAM-PLAST;FA-VL;F6-9-01;5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Th
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Terres provenant de l'assainissement du site des usines BAYARD;Terres provenant de l'assainissement du site des usines BAYARD;Terres provenant de l'assainissement du site des usines BAYARD;FA-VL;F6-9-01;884,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;226Ra
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets liquides aqueux alpha : nitrate d'uranium;Déchets liquides aqueux alpha : nitrate d'uranium;Déchets liquides aqueux alpha : nitrate d'uranium;FMA-VC;DIV3-05;0,156;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Fûts 200 L pour l'ammoniaque;Fûts 200 L pour l'ammoniaque;Fûts 200 L pour l'ammoniaque;FMA-VC;DIV3-05;0,8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets électroniques;Déchets électroniques;Déchets électroniques;FMA-VC;DIV3-05;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers;Déchets divers;Déchets divers;FMA-VC;DIV3-05;0,305;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;DEEE;DEEE;DEEE;FMA-VC;DIV3-05;0,171;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets REI (ancien circuit d'épuration);Déchets REI (ancien circuit d'épuration);Déchets REI (ancien circuit d'épuration);FMA-VC;DIV3-05;2,7;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Débitmètre NaK et surfût sodé;Débitmètre NaK et surfût sodé;Débitmètre NaK et surfût sodé;FMA-VC;DIV3-05;0,44;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets souillés au mercure;Déchets souillés au mercure;Déchets souillés au mercure;FMA-VC;DIV3-05;10,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Soude contaminée;Soude contaminée;Soude contaminée;FMA-VC;DIV3-05;1,8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets RTG et boulets;Déchets RTG et boulets;Déchets RTG et boulets;FMA-VC;DIV3-05;1,06;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;DEEE;DEEE;DEEE;FMA-VC;DIV3-05;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets type amiante;Déchets type amiante;Déchets type amiante;FMA-VC;DIV3-05;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers;Déchets divers;Déchets divers;FMA-VC;DIV3-05;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;DEEE FA;DEEE FA;DEEE FA;FMA-VC;DIV3-05;0,005;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets FMAVC amiante;Déchets FMAVC amiante;Déchets FMAVC amiante;FMA-VC;DIV3-05;0,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets souillés amiante;Déchets souillés amiante;Déchets souillés amiante;FMA-VC;DIV3-05;0,236;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Mercure;Mercure;Mercure;FMA-VC;DIV3-05;0,004662;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Liquides contaminés (nickel);Liquides contaminés (nickel);Liquides contaminés (nickel);FMA-VC;DIV3-05;0,04;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets souillés de mercure;Déchets souillés de mercure;Déchets souillés de mercure;FMA-VC;DIV3-05;0,35;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers, Amiante;Déchets divers, Amiante;Déchets divers, Amiante;FMA-VC;DIV3-05;39,9;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets en mélange, amiante;Déchets en mélange, amiante;Déchets en mélange, amiante;FMA-VC;DIV3-05;1,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;226Ra, 241Am, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Sources rebutée;Sources rebutée;Sources rebutée;FMA-VC;DIV3-05;0,88;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets amiantés, terre poudre, calandrite;Déchets amiantés, terre poudre, calandrite;Déchets amiantés, terre poudre, calandrite;FMA-VC;DIV3-05;18;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets DEEE;Déchets DEEE;Déchets DEEE;FMA-VC;DIV3-05;1,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers;Déchets divers;Déchets divers;FMA-VC;DIV3-05;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Colis recatégorisables, alpha U et 5C;Colis recatégorisables, alpha U et 5C;Colis recatégorisables, alpha U et 5C;FMA-VC;DIV3-05;160,16;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, U
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;DEEE;DEEE;DEEE;FMA-VC;DIV3-05;0,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Blocs béton;Blocs béton;Blocs béton;FMA-VC;DIV3-05;3,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Terres;Terres;Terres;FMA-VC;DIV3-05;128,52;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Boues, cendres;Boues, cendres;Boues, cendres;FMA-VC;DIV3-05;7,136;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Fûts de cendres;Fûts de cendres;Fûts de cendres;FMA-VC;DIV3-05;2,676;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;239Pu, 241Am
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Coque béton 1000 L;Coque béton 1000 L;Coque béton 1000 L;FMA-VC;DIV3-05;35,64;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Terres, boues, cendres FA;Terres, boues, cendres FA;Terres, boues, cendres FA;FMA-VC;DIV3-05;1500;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Colis 870 litres historiques alpha U et 5C;Colis 870 litres historiques alpha U et 5C;Colis 870 litres historiques alpha U et 5C;FMA-VC;DIV3-05;100,32;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, U, 90Y
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;DEEE;DEEE;DEEE;FMA-VC;DIV3-06;0,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Terre;Terre;Terre;FMA-VC;DIV3-06;7,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;1,17;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets plastiques mous et cellulosique compactables;Déchets plastiques mous et cellulosique compactables;Déchets plastiques mous et cellulosique compactables;FMA-VC;F3-01c;0,26;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets vrac;Déchets vrac;Déchets vrac;FMA-VC;F3-01c;0,832;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers compactables;Déchets divers compactables;Déchets divers compactables;FMA-VC;F3-01c;1,82;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Pots décanteurs;Pots décanteurs;Pots décanteurs;FMA-VC;F3-01c;0,304;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 63Ni, 90Sr, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;49,92;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;3,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;106Ru, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;0,13;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;0,13;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;0,65;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets de démantèlement;Déchets de démantèlement;Déchets de démantèlement;FMA-VC;F3-01c;0,768;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers compactables;Déchets divers compactables;Déchets divers compactables;FMA-VC;F3-01c;2,47;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;1,17;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers compactables;Déchets divers compactables;Déchets divers compactables;FMA-VC;F3-01c;0,26;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets métalliques compactables;Déchets métalliques compactables;Déchets métalliques compactables;FMA-VC;F3-01c;0,78;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets compactables;Déchets compactables;Déchets compactables;FMA-VC;F3-01c;5,59;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets métalliques compactables;Déchets métalliques compactables;Déchets métalliques compactables;FMA-VC;F3-01c;1,43;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;ND
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets d'exploitation compactables;Déchets d'exploitation compactables;Déchets d'exploitation compactables;FMA-VC;F3-01c;4,42;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Pu, Am
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets vrac compactables ou incinérables;Déchets vrac compactables ou incinérables;Déchets vrac compactables ou incinérables;FMA-VC;F3-01c;896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets métalliques compactables;Déchets métalliques compactables;Déchets métalliques compactables;FMA-VC;F3-01c;1,04;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Pu
SAINT-PAUL-LES-DURANCE;13;13099;CENTRE DE CADARACHE;Déchets divers compactables;Déchets divers compactables;Déchets divers compactables;FMA-VC;F3-01f;2,99;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 63Ni, 110mAg, 137Cs, 58Co
